asked_price,final_price,pourcentage_difference,land_area,area,price_per_area,rooms,supplemental_area
22900000.0,21200000,7.0,1193.0,189.0,112169.0,7.0,35.0
9850000.0,9850000,0.0,833.0,164.0,60061.0,6.0,6.0
7995000.0,8800000,10.0,338.0,139.0,63309.0,5.0,10.0
6995000.0,6825000,2.0,987.0,143.0,47727.0,6.0,8.0
8390000.0,9840000,17.0,604.0,87.0,113103.0,4.0,49.0
7700000.0,8600000,12.0,765.0,65.0,132308.0,4.0,65.0
8495000.0,8500000,0.0,1423.0,170.0,50000.0,5.0,0.0
8495000.0,9250000,9.0,1055.0,140.0,66071.0,7.0,151.0
9750000.0,10300000,6.0,768.0,153.0,67320.0,6.0,28.0
8050000.0,8050000,0.0,1087.0,174.0,46264.0,6.0,0.0
7025000.0,6950000,1.0,786.0,118.0,58898.0,7.0,118.0
6475000.0,6950000,7.0,635.0,117.0,59402.0,5.0,44.0
9950000.0,11300000,14.0,882.0,195.0,57949.0,5.0,22.0
5795000.0,6200000,7.0,1224.0,90.0,68889.0,6.0,90.0
11950000.0,12700000,6.0,542.0,110.0,115455.0,5.0,48.0
7950000.0,8100000,2.0,690.0,157.0,51592.0,6.0,0.0
14500000.0,16400000,13.0,529.0,136.0,120588.0,9.0,64.0
5300000.0,4910000,7.0,688.0,140.0,35071.0,6.0,24.0
7195000.0,7195000,0.0,588.0,114.0,63114.0,7.0,65.0
6395000.0,6070000,5.0,1530.0,98.0,61939.0,5.0,97.0
7875000.0,8500000,8.0,926.0,111.0,76577.0,6.0,59.0
7500000.0,6500000,13.0,599.0,124.0,52419.0,8.0,124.0
12895000.0,16550000,28.0,610.0,164.0,100915.0,7.0,17.0
7950000.0,7700000,3.0,689.0,154.0,50000.0,5.0,6.0
13950000.0,13750000,1.0,710.0,148.0,92905.0,6.0,25.0
9900000.0,8600000,13.0,1243.0,80.0,107500.0,4.0,102.0
6995000.0,6995000,0.0,579.0,68.0,102868.0,5.0,68.0
8300000.0,8250000,1.0,395.0,63.0,130952.0,5.0,63.0
7900000.0,7900000,0.0,802.0,111.0,71171.0,7.0,111.0
8950000.0,9900000,11.0,849.0,169.0,58580.0,7.0,20.0
7495000.0,7495000,0.0,980.0,157.0,47739.0,5.0,7.0
5500000.0,6165000,12.0,802.0,118.0,52246.0,5.0,0.0
13500000.0,14000000,4.0,546.0,102.0,137255.0,6.0,98.0
4495000.0,5900000,31.0,420.0,135.0,43704.0,5.0,3.0
8750000.0,9200000,5.0,475.0,95.0,96842.0,5.0,49.0
6900000.0,8015000,16.0,470.0,85.0,94294.0,6.0,80.0
14900000.0,14825000,1.0,265.0,157.0,94427.0,7.0,71.0
8650000.0,8650000,0.0,642.0,104.0,83173.0,5.0,90.0
8495000.0,8500000,0.0,1075.0,163.0,52147.0,6.0,0.0
9950000.0,10000000,1.0,662.0,124.0,80645.0,7.0,121.0
11995000.0,11995000,0.0,878.0,219.0,54772.0,8.0,82.0
6500000.0,6500000,0.0,837.0,103.0,63107.0,,30.0
8150000.0,8150000,0.0,423.0,122.0,66803.0,7.0,6.0
11950000.0,11300000,5.0,1134.0,210.0,53810.0,9.0,60.0
7495000.0,7495000,0.0,1402.0,140.0,53536.0,6.0,0.0
6495000.0,6800000,5.0,8122.0,134.0,50746.0,4.0,38.0
6975000.0,7310000,5.0,665.0,124.0,58952.0,6.0,42.0
5000000.0,5000000,0.0,814.0,117.0,42735.0,5.0,26.0
15500000.0,15700000,1.0,422.0,116.0,135345.0,6.0,57.0
18500000.0,19500000,5.0,1133.0,246.0,79268.0,10.0,150.0
22900000.0,21200000,7.0,1193.0,189.0,112169.0,7.0,35.0
9850000.0,9850000,0.0,833.0,164.0,60061.0,6.0,6.0
7995000.0,8800000,10.0,338.0,139.0,63309.0,5.0,10.0
6995000.0,6825000,2.0,987.0,143.0,47727.0,6.0,8.0
8390000.0,9840000,17.0,604.0,87.0,113103.0,4.0,49.0
7700000.0,8600000,12.0,765.0,65.0,132308.0,4.0,65.0
8495000.0,8500000,0.0,1423.0,170.0,50000.0,5.0,0.0
8495000.0,9250000,9.0,1055.0,140.0,66071.0,7.0,151.0
9750000.0,10300000,6.0,768.0,153.0,67320.0,6.0,28.0
8050000.0,8050000,0.0,1087.0,174.0,46264.0,6.0,0.0
7025000.0,6950000,1.0,786.0,118.0,58898.0,7.0,118.0
8400000.0,8400000,0.0,1720.0,141.0,59574.0,6.0,0.0
5950000.0,6250000,5.0,158.0,137.0,45620.0,5.0,0.0
9395000.0,10900000,16.0,813.0,129.0,84496.0,6.0,34.0
7450000.0,7225000,3.0,1161.0,131.0,55153.0,5.0,34.0
7150000.0,7275000,2.0,683.0,146.0,49829.0,6.0,0.0
7975000.0,7975000,0.0,565.0,93.0,85753.0,5.0,91.0
6995000.0,10100000,44.0,665.0,136.0,74265.0,6.0,53.0
22000000.0,22500000,2.0,693.0,209.0,107656.0,8.0,33.0
7795000.0,8100000,4.0,1130.0,144.0,56250.0,6.0,84.0
8000000.0,7900000,1.0,436.0,79.0,100000.0,5.0,79.0
6395000.0,6395000,0.0,298.0,119.0,53739.0,5.0,8.0
6395000.0,7500000,17.0,662.0,120.0,62500.0,4.0,32.0
7475000.0,8550000,14.0,814.0,183.0,46721.0,6.0,29.0
8450000.0,9030000,7.0,1265.0,128.0,70547.0,7.0,119.0
9950000.0,10450000,5.0,499.0,118.0,88559.0,6.0,118.0
16900000.0,16900000,0.0,1175.0,187.0,90374.0,7.0,76.0
8495000.0,9500000,12.0,307.0,136.0,69853.0,6.0,8.0
10950000.0,11300000,3.0,1266.0,166.0,68072.0,8.0,14.0
7950000.0,8250000,4.0,798.0,105.0,78571.0,6.0,129.0
8200000.0,8200000,0.0,,89.0,92135.0,4.0,10.0
4900000.0,4900000,0.0,93.0,85.0,57647.0,3.0,0.0
10900000.0,12500000,15.0,700.0,142.0,88028.0,8.0,99.0
17650000.0,17650000,0.0,875.0,193.0,91451.0,8.0,121.0
24900000.0,22000000,12.0,820.0,266.0,82707.0,10.0,171.0
15500000.0,15000000,3.0,501.0,204.0,73529.0,6.0,33.0
6795000.0,7250000,7.0,453.0,67.0,108209.0,6.0,73.0
8275000.0,8000000,3.0,726.0,142.0,56338.0,9.0,75.0
8975000.0,8800000,2.0,640.0,174.0,50575.0,6.0,0.0
6250000.0,5700000,9.0,752.0,166.0,34337.0,5.0,0.0
6700000.0,6800000,1.0,471.0,166.0,40964.0,8.0,0.0
9995000.0,11750000,18.0,716.0,140.0,83929.0,7.0,55.0
7825000.0,8835000,13.0,765.0,156.0,56635.0,7.0,0.0
9450000.0,9000000,5.0,1288.0,142.0,63380.0,6.0,44.0
9500000.0,9300000,2.0,1002.0,114.0,81579.0,5.0,48.0
9950000.0,12000000,21.0,1049.0,172.0,69767.0,,0.0
6495000.0,6650000,2.0,286.0,195.0,34103.0,6.0,44.0
7250000.0,7725000,7.0,1132.0,69.0,111957.0,4.0,63.0
4495000.0,4700000,5.0,458.0,112.0,41964.0,5.0,19.0
8650000.0,9400000,9.0,557.0,188.0,50000.0,8.0,95.0
11250000.0,12900000,15.0,353.0,104.0,124038.0,4.0,45.0
6795000.0,6850000,1.0,7375.0,148.0,46284.0,7.0,37.0
5995000.0,6200000,3.0,494.0,112.0,55357.0,6.0,0.0
9250000.0,10000000,8.0,642.0,72.0,138889.0,6.0,68.0
16750000.0,16750000,0.0,637.0,138.0,121377.0,7.0,70.0
8200000.0,8200000,0.0,151.0,115.0,71304.0,5.0,0.0
9475000.0,9500000,0.0,839.0,151.0,62914.0,10.0,95.0
8250000.0,9500000,15.0,1252.0,131.0,72519.0,6.0,69.0
7495000.0,7595000,1.0,452.0,74.0,102635.0,5.0,53.0
8950000.0,9750000,9.0,1006.0,150.0,65000.0,5.0,20.0
6995000.0,7800000,12.0,670.0,120.0,65000.0,6.0,130.0
6750000.0,8450000,25.0,669.0,141.0,59929.0,5.0,435.0
5995000.0,6075000,1.0,716.0,139.0,43705.0,5.0,75.0
7500000.0,8100000,8.0,681.0,108.0,75000.0,8.0,60.0
5475000.0,5800000,6.0,611.0,129.0,44961.0,5.0,11.0
9495000.0,9940000,5.0,574.0,84.0,118333.0,5.0,43.0
6495000.0,6650000,2.0,663.0,119.0,55882.0,5.0,0.0
9500000.0,9600000,1.0,1152.0,144.0,66667.0,6.0,20.0
7395000.0,7900000,7.0,652.0,196.0,40306.0,7.0,22.0
8975000.0,9750000,9.0,877.0,149.0,65436.0,8.0,149.0
9495000.0,11750000,24.0,887.0,108.0,108796.0,4.0,77.0
5195000.0,6800000,31.0,1237.0,90.0,75556.0,5.0,90.0
9995000.0,10500000,5.0,555.0,66.0,159091.0,5.0,83.0
10750000.0,12975000,21.0,1295.0,276.0,47011.0,8.0,70.0
4795000.0,5300000,11.0,601.0,103.0,51456.0,4.0,0.0
5950000.0,6100000,3.0,364.0,135.0,45185.0,7.0,67.0
5995000.0,6045000,1.0,1059.0,83.0,72831.0,4.0,80.0
8495000.0,10170000,20.0,749.0,101.0,100693.0,4.0,41.0
6990000.0,7600000,9.0,1034.0,145.0,52414.0,6.0,15.0
6495000.0,7450000,15.0,1797.0,293.0,25427.0,10.0,0.0
8695000.0,9000000,4.0,707.0,205.0,43902.0,7.0,21.0
8000000.0,8000000,0.0,577.0,69.0,115942.0,6.0,69.0
10950000.0,10300000,6.0,601.0,200.0,51500.0,12.0,100.0
9250000.0,10450000,13.0,1330.0,170.0,61471.0,5.0,44.0
15450000.0,17350000,12.0,512.0,143.0,121329.0,6.0,84.0
28000000.0,25000000,11.0,774.0,375.0,66667.0,11.0,24.0
9975000.0,9975000,0.0,915.0,195.0,51154.0,8.0,35.0
4490000.0,4800000,7.0,420.0,113.0,42478.0,5.0,19.0
9950000.0,10000000,1.0,482.0,100.0,100000.0,7.0,107.0
21500000.0,21700000,1.0,564.0,173.0,125434.0,7.0,81.0
7495000.0,8500000,13.0,904.0,153.0,55556.0,7.0,0.0
8495000.0,9850000,16.0,10057.0,194.0,50773.0,7.0,0.0
6950000.0,7100000,2.0,602.0,112.0,63393.0,6.0,112.0
7875000.0,8000000,2.0,1267.0,180.0,44444.0,5.0,5.0
6995000.0,8765000,25.0,1569.0,153.0,57288.0,6.0,0.0
5795000.0,5900000,2.0,1714.0,97.0,60825.0,8.0,98.0
9975000.0,10900000,9.0,1015.0,171.0,63743.0,6.0,4.0
12250000.0,15200000,24.0,823.0,185.0,82162.0,8.0,60.0
6795000.0,7000000,3.0,579.0,145.0,48276.0,6.0,0.0
5775000.0,5775000,0.0,662.0,117.0,49359.0,4.0,0.0
15000000.0,15000000,0.0,978.0,115.0,130435.0,5.0,50.0
10600000.0,10600000,0.0,830.0,125.0,84800.0,6.0,125.0
7850000.0,8900000,13.0,585.0,70.0,127143.0,5.0,70.0
7695000.0,8670000,13.0,1299.0,131.0,66183.0,5.0,38.0
21900000.0,21100000,4.0,706.0,158.0,133544.0,7.0,79.0
10750000.0,11825000,10.0,970.0,164.0,72104.0,8.0,60.0
10995000.0,11025000,0.0,944.0,198.0,55682.0,6.0,12.0
7875000.0,9025000,15.0,12444.0,158.0,57120.0,7.0,24.0
9495000.0,11550000,22.0,761.0,157.0,73567.0,7.0,55.0
22950000.0,24000000,5.0,730.0,200.0,120000.0,8.0,35.0
21750000.0,20000000,8.0,1502.0,265.0,75472.0,8.0,85.0
8495000.0,8400000,1.0,426.0,78.0,107692.0,6.0,78.0
8800000.0,8800000,0.0,208.0,122.0,72131.0,5.0,0.0
6195000.0,7150000,15.0,594.0,110.0,65000.0,4.0,25.0
8795000.0,10800000,23.0,1117.0,133.0,81203.0,8.0,60.0
8250000.0,9500000,15.0,1198.0,115.0,82609.0,7.0,50.0
15250000.0,16150000,6.0,749.0,134.0,120522.0,6.0,56.0
7195000.0,7880000,10.0,552.0,84.0,93810.0,6.0,84.0
15750000.0,15750000,0.0,881.0,86.0,183140.0,5.0,84.0
6450000.0,6500000,1.0,643.0,182.0,35714.0,,24.0
15495000.0,14750000,5.0,928.0,127.0,116142.0,7.0,82.0
6550000.0,6550000,0.0,903.0,106.0,61792.0,5.0,100.0
9950000.0,10000000,1.0,976.0,124.0,80645.0,8.0,124.0
7900000.0,7700000,3.0,1302.0,106.0,72642.0,6.0,78.0
8650000.0,9200000,6.0,838.0,183.0,50273.0,5.0,7.0
5495000.0,6445000,17.0,632.0,168.0,38363.0,5.0,0.0
8495000.0,9275000,9.0,344.0,139.0,66727.0,5.0,0.0
11950000.0,14500000,21.0,1596.0,160.0,90625.0,8.0,77.0
7975000.0,8300000,4.0,972.0,170.0,48824.0,5.0,19.0
8975000.0,9200000,3.0,806.0,150.0,61333.0,6.0,0.0
3695000.0,3500000,5.0,200.0,92.0,38043.0,4.0,0.0
17750000.0,22250000,25.0,1003.0,304.0,73191.0,7.0,106.0
13450000.0,13500000,0.0,497.0,82.0,164634.0,8.0,63.0
15000000.0,15000000,0.0,736.0,159.0,94340.0,7.0,94.0
6995000.0,7150000,2.0,1452.0,104.0,68750.0,8.0,100.0
10495000.0,14800000,41.0,870.0,266.0,55639.0,8.0,43.0
20500000.0,26000000,27.0,637.0,197.0,131980.0,11.0,96.0
13000000.0,14700000,13.0,2276.0,713.0,20617.0,10.0,0.0
7250000.0,6950000,4.0,599.0,69.0,100725.0,4.0,67.0
5250000.0,6450000,23.0,341.0,118.0,54661.0,5.0,12.0
8495000.0,8550000,1.0,717.0,173.0,49422.0,5.0,53.0
12695000.0,15450000,22.0,611.0,170.0,90882.0,10.0,50.0
8800000.0,9100000,3.0,800.0,153.0,59477.0,7.0,32.0
7775000.0,7350000,5.0,694.0,141.0,52128.0,6.0,101.0
9950000.0,11200000,13.0,797.0,130.0,86154.0,5.0,81.0
7250000.0,8000000,10.0,511.0,114.0,70175.0,5.0,54.0
16500000.0,20500000,24.0,823.0,196.0,104592.0,8.0,133.0
7175000.0,8350000,16.0,595.0,112.0,74554.0,5.0,62.0
9275000.0,10025000,8.0,975.0,172.0,58285.0,9.0,67.0
13900000.0,16000000,15.0,447.0,142.0,112676.0,8.0,70.0
5995000.0,6600000,10.0,538.0,69.0,95652.0,5.0,69.0
6795000.0,7430000,9.0,539.0,65.0,114308.0,5.0,65.0
7200000.0,7200000,0.0,675.0,77.0,93506.0,5.0,77.0
6995000.0,7275000,4.0,645.0,68.0,106985.0,5.0,68.0
11900000.0,13270000,12.0,547.0,79.0,167975.0,8.0,79.0
8950000.0,11050000,23.0,1076.0,182.0,60714.0,6.0,50.0
6995000.0,6800000,3.0,647.0,66.0,103030.0,5.0,79.0
10850000.0,10850000,0.0,573.0,129.0,84109.0,6.0,29.0
5750000.0,7450000,30.0,1058.0,80.0,93125.0,5.0,80.0
11500000.0,11000000,4.0,973.0,122.0,90164.0,8.0,100.0
8550000.0,9800000,15.0,396.0,150.0,65333.0,5.0,0.0
8900000.0,8900000,0.0,1399.0,159.0,55975.0,6.0,16.0
9900000.0,11700000,18.0,1124.0,121.0,96694.0,5.0,37.0
11000000.0,11200000,2.0,661.0,130.0,86154.0,7.0,66.0
4995000.0,4900000,2.0,776.0,,,,0.0
11500000.0,11500000,0.0,1470.0,185.0,62162.0,5.0,57.0
4970000.0,5700000,15.0,583.0,150.0,38000.0,6.0,93.0
9150000.0,10550000,15.0,1311.0,162.0,65123.0,7.0,30.0
7950000.0,8250000,4.0,499.0,67.0,123134.0,6.0,43.0
8500000.0,9300000,9.0,514.0,66.0,140909.0,5.0,94.0
6490000.0,6680000,3.0,902.0,83.0,80482.0,6.0,84.0
7395000.0,8375000,13.0,496.0,68.0,123162.0,5.0,64.0
10495000.0,10650000,1.0,468.0,90.0,118333.0,7.0,83.0
9500000.0,11200000,18.0,903.0,102.0,109804.0,5.0,103.0
6495000.0,7060000,9.0,648.0,68.0,103824.0,3.0,100.0
11700000.0,12600000,8.0,787.0,130.0,96923.0,7.0,34.0
8475000.0,8300000,2.0,872.0,195.0,42564.0,7.0,25.0
11995000.0,14000000,17.0,1117.0,180.0,77778.0,7.0,75.0
5950000.0,6650000,12.0,1002.0,68.0,97794.0,5.0,63.0
9500000.0,9700000,2.0,9443.0,137.0,70803.0,7.0,60.0
8995000.0,9900000,10.0,911.0,112.0,88393.0,6.0,80.0
9995000.0,10200000,2.0,1082.0,250.0,40800.0,8.0,146.0
7490000.0,9150000,22.0,705.0,152.0,60197.0,7.0,0.0
7900000.0,8525000,8.0,1420.0,143.0,59615.0,6.0,0.0
17000000.0,17000000,0.0,690.0,175.0,97143.0,7.0,85.0
13500000.0,13900000,3.0,510.0,90.0,154444.0,6.0,88.0
11995000.0,11850000,1.0,836.0,232.0,51078.0,8.0,55.0
7495000.0,8575000,14.0,967.0,210.0,40833.0,7.0,29.0
6450000.0,6970000,8.0,1140.0,135.0,51630.0,5.0,4.0
12995000.0,13400000,3.0,484.0,108.0,124074.0,6.0,55.0
11500000.0,16500000,43.0,628.0,160.0,103125.0,6.0,28.0
6995000.0,8400000,20.0,671.0,105.0,80000.0,7.0,68.0
7800000.0,7800000,0.0,661.0,99.0,78788.0,6.0,90.0
5990000.0,6500000,9.0,205.0,138.0,47101.0,8.0,60.0
6475000.0,7000000,8.0,469.0,138.0,50725.0,5.0,0.0
12500000.0,15000000,20.0,600.0,140.0,107143.0,6.0,70.0
9495000.0,10500000,11.0,694.0,101.0,103960.0,5.0,48.0
6475000.0,7400000,14.0,868.0,72.0,102778.0,5.0,72.0
18900000.0,20000000,6.0,773.0,176.0,113636.0,9.0,53.0
7795000.0,8800000,13.0,966.0,100.0,88000.0,6.0,100.0
7750000.0,8700000,12.0,526.0,83.0,104819.0,7.0,79.0
16500000.0,21000000,27.0,824.0,162.0,129630.0,7.0,127.0
9895000.0,11100000,12.0,962.0,175.0,63429.0,7.0,0.0
4995000.0,5250000,5.0,3096.0,112.0,46875.0,5.0,0.0
10000000.0,10500000,5.0,658.0,194.0,54124.0,10.0,112.0
8450000.0,9000000,7.0,662.0,215.0,41860.0,7.0,36.0
8475000.0,10525000,24.0,4417.0,120.0,87708.0,4.0,0.0
8450000.0,8700000,3.0,557.0,71.0,122535.0,3.0,37.0
5475000.0,5650000,3.0,788.0,121.0,46694.0,4.0,19.0
7000000.0,7000000,0.0,506.0,65.0,107692.0,4.0,65.0
6495000.0,7520000,16.0,746.0,160.0,47000.0,6.0,0.0
6600000.0,6600000,0.0,526.0,68.0,97059.0,6.0,67.0
6995000.0,7050000,1.0,702.0,142.0,49648.0,7.0,56.0
28500000.0,28300000,1.0,646.0,239.0,118410.0,8.0,20.0
13995000.0,14200000,1.0,686.0,161.0,88199.0,7.0,17.0
6495000.0,7200000,11.0,1247.0,103.0,69903.0,4.0,57.0
9500000.0,10200000,7.0,465.0,66.0,154545.0,6.0,86.0
7600000.0,7680000,1.0,1527.0,153.0,50196.0,6.0,26.0
8495000.0,9800000,15.0,365.0,53.0,184906.0,4.0,58.0
5500000.0,6650000,21.0,359.0,48.0,138542.0,4.0,50.0
9595000.0,11000000,15.0,13811.0,197.0,55838.0,6.0,37.0
6495000.0,7960000,23.0,989.0,138.0,57681.0,5.0,63.0
10600000.0,10600000,0.0,487.0,103.0,102913.0,7.0,53.0
6195000.0,6800000,10.0,818.0,117.0,58120.0,5.0,0.0
9250000.0,9000000,3.0,830.0,126.0,71429.0,5.0,56.0
8795000.0,9300000,6.0,1930.0,146.0,63699.0,5.0,38.0
17750000.0,17750000,0.0,670.0,162.0,109568.0,7.0,55.0
8550000.0,8550000,0.0,487.0,70.0,122143.0,5.0,68.0
16000000.0,16000000,0.0,586.0,114.0,140351.0,6.0,70.0
11500000.0,11500000,0.0,400.0,119.0,96639.0,6.0,45.0
6495000.0,7000000,8.0,213.0,79.0,88608.0,4.0,19.0
12900000.0,12600000,2.0,592.0,96.0,131250.0,5.0,61.0
7850000.0,8700000,11.0,950.0,106.0,82075.0,7.0,165.0
19000000.0,19000000,0.0,573.0,206.0,92233.0,7.0,95.0
26000000.0,26000000,0.0,874.0,229.0,113537.0,,149.0
12000000.0,12000000,0.0,314.0,174.0,68966.0,6.0,0.0
6500000.0,7525000,16.0,400.0,92.0,81793.0,5.0,82.0
9400000.0,9400000,0.0,500.0,71.0,132394.0,6.0,70.0
15950000.0,18600000,17.0,658.0,145.0,128276.0,7.0,86.0
13950000.0,14750000,6.0,961.0,212.0,69575.0,8.0,0.0
7195000.0,7850000,9.0,890.0,113.0,69469.0,,86.0
8175000.0,9225000,13.0,760.0,145.0,63621.0,7.0,67.0
8575000.0,8575000,0.0,1034.0,168.0,51042.0,9.0,92.0
5850000.0,6300000,8.0,1262.0,127.0,49606.0,,82.0
8450000.0,9500000,12.0,521.0,74.0,128378.0,5.0,42.0
6650000.0,6650000,0.0,950.0,109.0,61009.0,4.0,52.0
22975000.0,21200000,8.0,918.0,1766.0,120045.0,10.0,845.0
8500000.0,9525000,12.0,1109.0,107.0,89019.0,5.0,127.0
11200000.0,11200000,0.0,493.0,85.0,131765.0,4.0,45.0
7950000.0,8650000,9.0,764.0,151.0,57285.0,5.0,29.0
7695000.0,8580000,12.0,918.0,163.0,52638.0,6.0,0.0
7500000.0,9575000,28.0,248.0,85.0,112647.0,6.0,51.0
6800000.0,6800000,0.0,243.0,119.0,57143.0,5.0,0.0
14750000.0,17800000,21.0,799.0,236.0,75424.0,8.0,59.0
8975000.0,11350000,26.0,525.0,174.0,65230.0,6.0,0.0
7800000.0,7960000,2.0,719.0,68.0,117059.0,5.0,68.0
10500000.0,13650000,30.0,13218.0,191.0,71466.0,5.0,17.0
8425000.0,8200000,3.0,746.0,180.0,45556.0,6.0,30.0
11000000.0,11000000,0.0,562.0,101.0,108911.0,5.0,50.0
9900000.0,11000000,11.0,1206.0,200.0,55000.0,7.0,118.0
6195000.0,7125000,15.0,700.0,139.0,51259.0,5.0,0.0
8495000.0,10600000,25.0,498.0,83.0,127711.0,5.0,68.0
11950000.0,14650000,23.0,986.0,164.0,89329.0,5.0,43.0
7395000.0,8400000,14.0,8614.0,193.0,43523.0,10.0,76.0
6995000.0,7950000,14.0,868.0,128.0,62109.0,6.0,41.0
9300000.0,8800000,5.0,8012.0,150.0,58667.0,6.0,30.0
4495000.0,6660000,48.0,1401.0,160.0,41625.0,8.0,83.0
9800000.0,9800000,0.0,549.0,79.0,124051.0,5.0,58.0
15000000.0,15400000,3.0,683.0,221.0,69683.0,6.0,33.0
8500000.0,8750000,3.0,1106.0,102.0,85784.0,5.0,100.0
5495000.0,5750000,5.0,762.0,134.0,42910.0,4.0,0.0
7395000.0,9000000,22.0,338.0,48.0,187500.0,4.0,48.0
7125000.0,8750000,23.0,910.0,165.0,53030.0,6.0,61.0
10600000.0,11500000,8.0,824.0,159.0,72327.0,7.0,68.0
7995000.0,9425000,18.0,806.0,141.0,66844.0,5.0,45.0
7495000.0,8500000,13.0,1171.0,140.0,60714.0,6.0,41.0
8500000.0,9800000,15.0,508.0,87.0,112644.0,4.0,50.0
6495000.0,7000000,8.0,486.0,95.0,73684.0,6.0,95.0
8975000.0,11875000,32.0,518.0,87.0,136494.0,3.0,43.0
4600000.0,4830000,5.0,1514.0,63.0,76667.0,3.0,63.0
8395000.0,8700000,4.0,1570.0,155.0,56129.0,7.0,29.0
9495000.0,11700000,23.0,748.0,204.0,57353.0,6.0,0.0
13000000.0,13000000,0.0,673.0,154.0,84416.0,6.0,28.0
8995000.0,11575000,29.0,646.0,141.0,82092.0,9.0,137.0
7750000.0,8650000,12.0,766.0,150.0,57667.0,7.0,69.0
14000000.0,14000000,0.0,1100.0,144.0,97222.0,7.0,50.0
6500000.0,6920000,6.0,729.0,105.0,65905.0,6.0,105.0
5890000.0,6900000,17.0,1076.0,90.0,76667.0,6.0,86.0
5495000.0,6200000,13.0,1501.0,64.0,96875.0,5.0,35.0
7995000.0,8490000,6.0,877.0,145.0,58552.0,5.0,10.0
8500000.0,10750000,26.0,1006.0,128.0,83984.0,8.0,80.0
8500000.0,8400000,1.0,1260.0,116.0,72414.0,5.0,66.0
8475000.0,8625000,2.0,681.0,194.0,44459.0,7.0,54.0
7495000.0,8650000,15.0,500.0,96.0,90104.0,7.0,65.0
9995000.0,10650000,7.0,1139.0,183.0,58197.0,7.0,47.0
8995000.0,10350000,15.0,619.0,119.0,86975.0,5.0,0.0
12750000.0,14000000,10.0,853.0,206.0,67961.0,6.0,86.0
8595000.0,12050000,40.0,547.0,126.0,95635.0,6.0,32.0
9950000.0,11200000,13.0,488.0,88.0,127273.0,7.0,60.0
8750000.0,8750000,0.0,920.0,150.0,58333.0,5.0,36.0
6795000.0,7850000,16.0,464.0,72.0,109028.0,5.0,54.0
6975000.0,7500000,8.0,774.0,223.0,33632.0,8.0,22.0
7700000.0,8430000,9.0,644.0,172.0,49012.0,6.0,24.0
8500000.0,8575000,1.0,767.0,126.0,68056.0,5.0,0.0
6895000.0,7300000,6.0,470.0,156.0,46795.0,5.0,9.0
9395000.0,9800000,4.0,1101.0,200.0,49000.0,8.0,104.0
