asked_price,final_price,pourcentage_difference,land_area,area,price_per_area,rooms,supplemental_area
8875000.0,9800000,10.0,1058.0,125.0,78400.0,5.0,125.0
17000000.0,19700000,16.0,421.0,147.0,134014.0,7.0,73.0
7995000.0,10300000,29.0,1606.0,256.0,40234.0,8.0,52.0
11750000.0,15000000,28.0,496.0,134.0,111940.0,7.0,61.0
12300000.0,14500000,18.0,480.0,130.0,111538.0,7.0,70.0
5475000.0,6000000,10.0,229.0,110.0,54545.0,,10.0
5450000.0,6900000,27.0,10205.0,68.0,101471.0,6.0,62.0
6500000.0,7700000,18.0,620.0,85.0,90588.0,5.0,85.0
11200000.0,11200000,0.0,,127.0,88189.0,5.0,0.0
8875000.0,11500000,30.0,816.0,119.0,96639.0,6.0,70.0
14995000.0,14200000,5.0,,155.0,91613.0,5.0,0.0
6490000.0,7700000,19.0,478.0,66.0,116667.0,5.0,66.0
5500000.0,6200000,13.0,353.0,126.0,49206.0,5.0,4.0
8495000.0,8700000,2.0,612.0,65.0,133846.0,45.0,70.0
29900000.0,31100000,4.0,1090.0,240.0,129583.0,9.0,111.0
9950000.0,12177000,22.0,902.0,165.0,73800.0,6.0,7.0
7250000.0,7485000,3.0,598.0,154.0,48604.0,6.0,110.0
7995000.0,8350000,4.0,348.0,112.0,74554.0,5.0,41.0
8500000.0,8500000,0.0,771.0,176.0,48295.0,7.0,24.0
5700000.0,7000000,23.0,285.0,139.0,50360.0,5.0,0.0
7195000.0,7550000,5.0,546.0,90.0,83889.0,8.0,80.0
8650000.0,9400000,9.0,924.0,172.0,54651.0,5.0,0.0
7500000.0,9000000,20.0,1005.0,141.0,63830.0,7.0,131.0
11750000.0,13730000,17.0,814.0,160.0,85813.0,6.0,69.0
4490000.0,5150000,15.0,494.0,112.0,45982.0,4.0,19.0
6790000.0,6790000,0.0,550.0,126.0,53889.0,6.0,83.0
6425000.0,7550000,18.0,936.0,108.0,69907.0,7.0,121.0
12000000.0,16100000,34.0,982.0,218.0,73853.0,6.0,45.0
11500000.0,12500000,9.0,453.0,118.0,105932.0,7.0,65.0
10500000.0,11900000,13.0,727.0,76.0,156579.0,5.0,60.0
6495000.0,7050000,9.0,897.0,96.0,73438.0,7.0,49.0
6300000.0,7150000,13.0,841.0,70.0,102143.0,5.0,66.0
13900000.0,14000000,1.0,656.0,152.0,92105.0,6.0,58.0
9250000.0,9650000,4.0,560.0,99.0,97475.0,5.0,67.0
4975000.0,5750000,16.0,288.0,126.0,45635.0,6.0,10.0
7895000.0,9150000,16.0,1658.0,139.0,65827.0,5.0,25.0
6995000.0,9200000,32.0,532.0,93.0,98925.0,10.0,70.0
6995000.0,6830000,2.0,1083.0,150.0,45533.0,5.0,11.0
6495000.0,7500000,15.0,575.0,67.0,111940.0,5.0,67.0
7200000.0,7200000,0.0,1368.0,90.0,80000.0,3.0,45.0
8995000.0,9700000,8.0,939.0,235.0,41277.0,7.0,33.0
7950000.0,8870000,12.0,488.0,65.0,136462.0,5.0,78.0
4490000.0,5300000,18.0,381.0,128.0,41406.0,6.0,0.0
8495000.0,9750000,15.0,336.0,92.0,105978.0,5.0,51.0
12900000.0,13650000,6.0,514.0,144.0,94792.0,6.0,72.0
9200000.0,9700000,5.0,431.0,75.0,129333.0,6.0,75.0
5050000.0,5050000,0.0,311.0,138.0,36594.0,5.0,0.0
8975000.0,9430000,5.0,349.0,66.0,142879.0,6.0,62.0
8495000.0,9820000,16.0,478.0,101.0,97228.0,6.0,95.0
11800000.0,14775000,25.0,704.0,206.0,71723.0,7.0,124.0
6395000.0,6450000,1.0,791.0,146.0,44178.0,7.0,20.0
9800000.0,10300000,5.0,804.0,186.0,55376.0,7.0,0.0
7795000.0,8700000,12.0,1029.0,189.0,46032.0,6.0,27.0
6995000.0,7100000,2.0,341.0,70.0,101429.0,6.0,60.0
6475000.0,7450000,15.0,999.0,104.0,71635.0,6.0,58.0
6500000.0,6900000,6.0,640.0,83.0,83133.0,5.0,83.0
9400000.0,9400000,0.0,632.0,102.0,92157.0,6.0,118.0
10900000.0,11100000,2.0,11125.0,248.0,44758.0,9.0,4.0
12995000.0,15000000,15.0,687.0,141.0,106383.0,4.0,27.0
10700000.0,10700000,0.0,500.0,108.0,99074.0,7.0,83.0
9800000.0,11800000,20.0,735.0,1795.0,65738.0,7.0,12.0
12895000.0,13600000,5.0,556.0,135.0,100741.0,6.0,42.0
6475000.0,7150000,10.0,176.0,102.0,70098.0,5.0,50.0
12000000.0,12000000,0.0,436.0,86.0,139535.0,5.0,38.0
22500000.0,20200000,10.0,858.0,153.0,132026.0,7.0,56.0
7975000.0,8900000,12.0,600.0,220.0,40455.0,7.0,36.0
8700000.0,8700000,0.0,1143.0,127.0,68504.0,5.0,127.0
6995000.0,7800000,12.0,609.0,148.0,52703.0,5.0,12.0
5995000.0,6500000,8.0,906.0,71.0,91549.0,4.0,66.0
6490000.0,6900000,6.0,855.0,113.0,61062.0,5.0,137.0
12000000.0,15550000,30.0,729.0,132.0,117803.0,7.0,54.0
1475000.0,1490000,1.0,,21.0,70952.0,2.0,12.0
8500000.0,8500000,0.0,1602.0,116.0,73276.0,4.0,0.0
7495000.0,9300000,24.0,1530.0,121.0,76860.0,6.0,25.0
3595000.0,4200000,17.0,327.0,76.0,55263.0,3.0,0.0
11000000.0,13500000,23.0,573.0,99.0,136364.0,6.0,48.0
7475000.0,7475000,0.0,896.0,148.0,50507.0,11.0,206.0
5995000.0,7200000,20.0,806.0,146.0,49315.0,8.0,75.0
7650000.0,8400000,10.0,1150.0,140.0,60000.0,5.0,30.0
6495000.0,7000000,8.0,,88.0,79545.0,3.0,0.0
9295000.0,10300000,11.0,1224.0,134.0,76866.0,5.0,43.0
6950000.0,6875000,1.0,443.0,144.0,47743.0,8.0,76.0
6495000.0,7550000,16.0,602.0,68.0,111029.0,4.0,34.0
7500000.0,8300000,11.0,558.0,68.0,122059.0,4.0,68.0
9025000.0,9025000,0.0,487.0,93.0,97043.0,7.0,66.0
8500000.0,9000000,6.0,1140.0,163.0,55215.0,7.0,88.0
7700000.0,9300000,21.0,569.0,74.0,125676.0,5.0,70.0
6250000.0,7450000,19.0,600.0,67.0,111194.0,4.0,61.0
8995000.0,8995000,0.0,687.0,140.0,64250.0,6.0,60.0
7775000.0,9000000,16.0,827.0,228.0,39474.0,8.0,16.0
9975000.0,9900000,1.0,1120.0,152.0,65132.0,6.0,84.0
6975000.0,7850000,13.0,996.0,157.0,50000.0,6.0,64.0
10495000.0,12500000,19.0,911.0,160.0,78125.0,5.0,0.0
6875000.0,7450000,8.0,801.0,149.0,50000.0,5.0,45.0
12995000.0,15500000,19.0,883.0,195.0,79487.0,7.0,71.0
8495000.0,8600000,1.0,605.0,139.0,61871.0,7.0,115.0
24500000.0,25000000,2.0,727.0,281.0,88968.0,8.0,82.0
14600000.0,15400000,5.0,903.0,162.0,95062.0,6.0,94.0
15895000.0,15700000,1.0,763.0,137.0,114599.0,8.0,70.0
12150000.0,12150000,0.0,844.0,172.0,70640.0,8.0,30.0
9500000.0,11760000,24.0,624.0,164.0,71707.0,8.0,70.0
7295000.0,7295000,0.0,618.0,125.0,58360.0,,81.0
9795000.0,10200000,4.0,700.0,172.0,59302.0,6.0,36.0
11950000.0,13000000,9.0,1307.0,174.0,74713.0,8.0,90.0
12495000.0,15000000,20.0,691.0,137.0,109489.0,5.0,64.0
