asked_price,final_price,pourcentage_difference,land_area,area,commune,price_per_area,rooms,supplemental_area
4970000.0,5700000,15.0,583.0,150.0,"Skärholmen, Stockholms kommun",38000.0,6.0,93.0
9150000.0,10550000,15.0,1311.0,162.0,"Spånga, Stockholms kommun",65123.0,7.0,30.0
7950000.0,8250000,4.0,499.0,67.0,"Tallkrogen, Stockholms kommun",123134.0,6.0,43.0
8500000.0,9300000,9.0,514.0,66.0,"Tallkrogen, Stockholms kommun",140909.0,5.0,94.0
6490000.0,6680000,3.0,902.0,83.0,"Spånga - Bromsten, Stockholms kommun",80482.0,6.0,84.0
7395000.0,8375000,13.0,496.0,68.0,"Enskede - Tallkrogen, Stockholms kommun",123162.0,5.0,64.0
10495000.0,10650000,1.0,468.0,90.0,"Tallkrogen, Stockholms kommun",118333.0,7.0,83.0
9500000.0,11200000,18.0,903.0,102.0,"Älvsjö/Herrängen, Stockholms kommun",109804.0,5.0,103.0
6495000.0,7060000,9.0,648.0,68.0,"Älvsjö, Stockholms kommun",103824.0,3.0,100.0
11700000.0,12600000,8.0,787.0,130.0,"Mälarhöjden, Stockholms kommun",96923.0,7.0,34.0
8475000.0,8300000,2.0,872.0,195.0,"Lindalen, Tyresö kommun",42564.0,7.0,25.0
11995000.0,14000000,17.0,1117.0,180.0,"Älta - Kolarängen, Nacka kommun",77778.0,7.0,75.0
5950000.0,6650000,12.0,1002.0,68.0,"Snättringe, Huddinge kommun",97794.0,5.0,63.0
9500000.0,9700000,2.0,9443.0,137.0,"Fågelsången, Sollentuna kommun",70803.0,7.0,60.0
8995000.0,9900000,10.0,911.0,112.0,"Hässelby Södra Villastad, Stockholms kommun",88393.0,6.0,80.0
9995000.0,10200000,2.0,1082.0,250.0,"Fornudden-Persudde, Tyresö kommun",40800.0,8.0,146.0
7490000.0,9150000,22.0,705.0,152.0,"Barkarby, Järfälla kommun",60197.0,7.0,0.0
7900000.0,8525000,8.0,1420.0,143.0,"Segeltorp, Huddinge kommun",59615.0,6.0,0.0
17000000.0,17000000,0.0,690.0,175.0,"Enskede Gård, Stockholms kommun",97143.0,7.0,85.0
13500000.0,13900000,3.0,510.0,90.0,"Bromma - Ålsten, Stockholms kommun",154444.0,6.0,88.0
11995000.0,11850000,1.0,836.0,232.0,"Hässelby Södra Villastad, Stockholms kommun",51078.0,8.0,55.0
7495000.0,8575000,14.0,967.0,210.0,"Lindalen, Tyresö kommun",40833.0,7.0,29.0
6450000.0,6970000,8.0,1140.0,135.0,"Trångsund , Huddinge kommun",51630.0,5.0,4.0
12995000.0,13400000,3.0,484.0,108.0,"Norra Ängby, Stockholms kommun",124074.0,6.0,55.0
11500000.0,16500000,43.0,628.0,160.0,"Mälarhöjden, Stockholms kommun",103125.0,6.0,28.0
6995000.0,8400000,20.0,671.0,105.0,"Älvsjö - Långbro, Stockholms kommun",80000.0,7.0,68.0
7800000.0,7800000,0.0,661.0,99.0,"Örby, Stockholms kommun",78788.0,6.0,90.0
5990000.0,6500000,9.0,205.0,138.0,"Skärholmen, Stockholms kommun",47101.0,8.0,60.0
6475000.0,7000000,8.0,469.0,138.0,"Hässelby Norra Villastad, Stockholms kommun",50725.0,5.0,0.0
12500000.0,15000000,20.0,600.0,140.0,"Enskede - Stureby, Stockholms kommun",107143.0,6.0,70.0
9495000.0,10500000,11.0,694.0,101.0,"Telefonplan, Stockholms kommun",103960.0,5.0,48.0
6475000.0,7400000,14.0,868.0,72.0,"Segeltorp, Huddinge kommun",102778.0,5.0,72.0
18900000.0,20000000,6.0,773.0,176.0,"Bromma Ålsten, Stockholms kommun",113636.0,9.0,53.0
7795000.0,8800000,13.0,966.0,100.0,"Älvsjö - Örby Slott, Stockholms kommun",88000.0,6.0,100.0
7750000.0,8700000,12.0,526.0,83.0,"Enskede - Tallkrogen, Stockholms kommun",104819.0,7.0,79.0
16500000.0,21000000,27.0,824.0,162.0,"Bromma Äppelviken-Ålsten, Stockholms kommun",129630.0,7.0,127.0
9895000.0,11100000,12.0,962.0,175.0,"Älta, Nacka kommun",63429.0,7.0,0.0
4995000.0,5250000,5.0,3096.0,112.0,"Färingsö, Svartsjö, Ekerö kommun",46875.0,5.0,0.0
10000000.0,10500000,5.0,658.0,194.0,"Vällingby Nälsta, Stockholms kommun",54124.0,10.0,112.0
8450000.0,9000000,7.0,662.0,215.0,"Hässelby Södra Villastad, Stockholms kommun",41860.0,7.0,36.0
8475000.0,10525000,24.0,4417.0,120.0,"Färingsö, Ekerö kommun",87708.0,4.0,0.0
8450000.0,8700000,3.0,557.0,71.0,"Bromma Nockebyhov, Stockholms kommun",122535.0,3.0,37.0
5475000.0,5650000,3.0,788.0,121.0,"Hässelby - Norra Villastad, Stockholms kommun",46694.0,4.0,19.0
7000000.0,7000000,0.0,506.0,65.0,"Enskede, Stockholms kommun",107692.0,4.0,65.0
6495000.0,7520000,16.0,746.0,160.0,"Segeltorp, Huddinge kommun",47000.0,6.0,0.0
6600000.0,6600000,0.0,526.0,68.0,"Vällingby - Råcksta, Stockholms kommun",97059.0,6.0,67.0
6995000.0,7050000,1.0,702.0,142.0,"Kälvesta, Stockholms kommun",49648.0,7.0,56.0
28500000.0,28300000,1.0,646.0,239.0,"Bromma - Höglandet, Stockholms kommun",118410.0,8.0,20.0
13995000.0,14200000,1.0,686.0,161.0,"Enskededalen, Stockholms kommun",88199.0,7.0,17.0
6495000.0,7200000,11.0,1247.0,103.0,"Spånga Flysta, Stockholms kommun",69903.0,4.0,57.0
9500000.0,10200000,7.0,465.0,66.0,"Norra Ängby, Stockholms kommun",154545.0,6.0,86.0
7600000.0,7680000,1.0,1527.0,153.0,"Helenelund, Sollentuna kommun",50196.0,6.0,26.0
8495000.0,9800000,15.0,365.0,53.0,"Tallkrogen, Stockholms kommun",184906.0,4.0,58.0
5500000.0,6650000,21.0,359.0,48.0,"Svedmyra, Stockholms kommun",138542.0,4.0,50.0
9595000.0,11000000,15.0,13811.0,197.0,"Segeltorp, Huddinge kommun",55838.0,6.0,37.0
6495000.0,7960000,23.0,989.0,138.0,"Vällingby - Nälsta, Stockholms kommun",57681.0,5.0,63.0
10600000.0,10600000,0.0,487.0,103.0,"Bromma - Norra Ängby, Stockholms kommun",102913.0,7.0,53.0
6195000.0,6800000,10.0,818.0,117.0,"Snättringe, Huddinge kommun",58120.0,5.0,0.0
9250000.0,9000000,3.0,830.0,126.0,"Örby Slott - Älvsjö, Stockholms kommun",71429.0,5.0,56.0
8795000.0,9300000,6.0,1930.0,146.0,"Mellansjö, Huddinge kommun",63699.0,5.0,38.0
17750000.0,17750000,0.0,670.0,162.0,"Södra Ängby, Stockholms kommun",109568.0,7.0,55.0
8550000.0,8550000,0.0,487.0,70.0,"Bällsta, Stockholms kommun",122143.0,5.0,68.0
16000000.0,16000000,0.0,586.0,114.0,"Nockebyhov, Stockholms kommun",140351.0,6.0,70.0
11500000.0,11500000,0.0,400.0,119.0,"Ulvsunda, Stockholms kommun",96639.0,6.0,45.0
6495000.0,7000000,8.0,213.0,79.0,"Fruängen, Stockholms kommun",88608.0,4.0,19.0
12900000.0,12600000,2.0,592.0,96.0,"Bromma Ålsten, Stockholms kommun",131250.0,5.0,61.0
7850000.0,8700000,11.0,950.0,106.0,"Spånga Sundby, Stockholms kommun",82075.0,7.0,165.0
19000000.0,19000000,0.0,573.0,206.0,"Ålsten, Stockholms kommun",92233.0,7.0,95.0
26000000.0,26000000,0.0,874.0,229.0,"Höglandet, Stockholms kommun",113537.0,,149.0
12000000.0,12000000,0.0,314.0,174.0,"Beckomberga, Stockholms kommun",68966.0,6.0,0.0
6500000.0,7525000,16.0,400.0,92.0,"Tallkrogen, Stockholms kommun",81793.0,5.0,82.0
9400000.0,9400000,0.0,500.0,71.0,"Svedmyra, Stockholms kommun",132394.0,6.0,70.0
15950000.0,18600000,17.0,658.0,145.0,"Gamla Enskede, Stockholms kommun",128276.0,7.0,86.0
13950000.0,14750000,6.0,961.0,212.0,"Älta - Kolarängen, Nacka kommun",69575.0,8.0,0.0
7195000.0,7850000,9.0,890.0,113.0,"Trollbäcken, Tyresö kommun",69469.0,,86.0
8175000.0,9225000,13.0,760.0,145.0,"Vällingby Nälsta, Stockholms kommun",63621.0,7.0,67.0
8575000.0,8575000,0.0,1034.0,168.0,"Stortorp, Huddinge kommun",51042.0,9.0,92.0
5850000.0,6300000,8.0,1262.0,127.0,"Fornudden-Persudde, Tyresö kommun",49606.0,,82.0
8450000.0,9500000,12.0,521.0,74.0,"Enskede - Pungpinan, Stockholms kommun",128378.0,5.0,42.0
6650000.0,6650000,0.0,950.0,109.0,"Stortorp, Huddinge kommun",61009.0,4.0,52.0
22975000.0,21200000,8.0,918.0,1766.0,"Äppelviken, Stockholms kommun",120045.0,10.0,845.0
8500000.0,9525000,12.0,1109.0,107.0,"Älvsjö, Stockholms kommun",89019.0,5.0,127.0
11200000.0,11200000,0.0,493.0,85.0,"Norra Ängby, Stockholms kommun",131765.0,4.0,45.0
7950000.0,8650000,9.0,764.0,151.0,"Trångsund - Stortorp, Huddinge kommun",57285.0,5.0,29.0
7695000.0,8580000,12.0,918.0,163.0,"Lindalen, Tyresö kommun",52638.0,6.0,0.0
7500000.0,9575000,28.0,248.0,85.0,"Bagarmossen, Stockholms kommun",112647.0,6.0,51.0
6800000.0,6800000,0.0,243.0,119.0,"Skälby, Järfälla kommun",57143.0,5.0,0.0
14750000.0,17800000,21.0,799.0,236.0,"Tulemarken, Sundbybergs kommun",75424.0,8.0,59.0
8975000.0,11350000,26.0,525.0,174.0,"Spånga Nälsta, Stockholms kommun",65230.0,6.0,0.0
7800000.0,7960000,2.0,719.0,68.0,"Älvsjö - Långbro, Stockholms kommun",117059.0,5.0,68.0
10500000.0,13650000,30.0,13218.0,191.0,"Stortorp, Huddinge kommun",71466.0,5.0,17.0
8425000.0,8200000,3.0,746.0,180.0,"Hässelby Norra Villastad, Stockholms kommun",45556.0,6.0,30.0
11000000.0,11000000,0.0,562.0,101.0,"Norra Ängby, Stockholms kommun",108911.0,5.0,50.0
9900000.0,11000000,11.0,1206.0,200.0,"Barkarby, Järfälla kommun",55000.0,7.0,118.0
6195000.0,7125000,15.0,700.0,139.0,"Hässelby Södra Villastad, Stockholms kommun",51259.0,5.0,0.0
8495000.0,10600000,25.0,498.0,83.0,"Tallkrogen, Stockholms kommun",127711.0,5.0,68.0
11950000.0,14650000,23.0,986.0,164.0,"Älvsjö Långbro, Stockholms kommun",89329.0,5.0,43.0
7395000.0,8400000,14.0,8614.0,193.0,"Stortorp, Huddinge kommun",43523.0,10.0,76.0
6995000.0,7950000,14.0,868.0,128.0,"Segeltorp, Huddinge kommun",62109.0,6.0,41.0
9300000.0,8800000,5.0,8012.0,150.0,"Töjnan, Sollentuna kommun",58667.0,6.0,30.0
4495000.0,6660000,48.0,1401.0,160.0,"Stuvsta, Huddinge kommun",41625.0,8.0,83.0
9800000.0,9800000,0.0,549.0,79.0,"Älvsjö, Stockholms kommun",124051.0,5.0,58.0
15000000.0,15400000,3.0,683.0,221.0,"Kungsholmen - Stora Essingen, Stockholms kommun",69683.0,6.0,33.0
8500000.0,8750000,3.0,1106.0,102.0,"Spånga - Solhem, Stockholms kommun",85784.0,5.0,100.0
5495000.0,5750000,5.0,762.0,134.0,"Hässelby Norra Villastad, Stockholms kommun",42910.0,4.0,0.0
7395000.0,9000000,22.0,338.0,48.0,"Tallkrogen, Stockholms kommun",187500.0,4.0,48.0
7125000.0,8750000,23.0,910.0,165.0,"Stortorp, Huddinge kommun",53030.0,6.0,61.0
10600000.0,11500000,8.0,824.0,159.0,"Töjnan, Sollentuna kommun",72327.0,7.0,68.0
7995000.0,9425000,18.0,806.0,141.0,"Spånga - Solhem, Stockholms kommun",66844.0,5.0,45.0
7495000.0,8500000,13.0,1171.0,140.0,"Segeltorp, Huddinge kommun",60714.0,6.0,41.0
8500000.0,9800000,15.0,508.0,87.0,"Enskedefältet, Stockholms kommun",112644.0,4.0,50.0
6495000.0,7000000,8.0,486.0,95.0,"Farsta/Fagersjö, Stockholms kommun",73684.0,6.0,95.0
8975000.0,11875000,32.0,518.0,87.0,"Nockebyhov, Stockholms kommun",136494.0,3.0,43.0
4600000.0,4830000,5.0,1514.0,63.0,"Ågesta, Huddinge kommun",76667.0,3.0,63.0
8395000.0,8700000,4.0,1570.0,155.0,"Fornudden, Tyresö kommun",56129.0,7.0,29.0
9495000.0,11700000,23.0,748.0,204.0,"Älta-Hedvigslund, Nacka kommun",57353.0,6.0,0.0
13000000.0,13000000,0.0,673.0,154.0,"Södra Ängby, Stockholms kommun",84416.0,6.0,28.0
8995000.0,11575000,29.0,646.0,141.0,"Hässelby Södra Villastad, Stockholms kommun",82092.0,9.0,137.0
7750000.0,8650000,12.0,766.0,150.0,"Spånga Bromsten, Stockholms kommun",57667.0,7.0,69.0
14000000.0,14000000,0.0,1100.0,144.0,"Mälarhöjden, Stockholms kommun",97222.0,7.0,50.0
6500000.0,6920000,6.0,729.0,105.0,"Spånga Solhem, Stockholms kommun",65905.0,6.0,105.0
5890000.0,6900000,17.0,1076.0,90.0,"Barkarby, Järfälla kommun",76667.0,6.0,86.0
5495000.0,6200000,13.0,1501.0,64.0,"Högmora, Huddinge kommun",96875.0,5.0,35.0
7995000.0,8490000,6.0,877.0,145.0,"Myrängen, Huddinge kommun",58552.0,5.0,10.0
8500000.0,10750000,26.0,1006.0,128.0,"Stuvsta, Huddinge kommun",83984.0,8.0,80.0
8500000.0,8400000,1.0,1260.0,116.0,"Spånga - Sundby, Stockholms kommun",72414.0,5.0,66.0
8475000.0,8625000,2.0,681.0,194.0,"Spånga Solhem, Stockholms kommun",44459.0,7.0,54.0
7495000.0,8650000,15.0,500.0,96.0,"Hökarängen, Stockholms kommun",90104.0,7.0,65.0
9995000.0,10650000,7.0,1139.0,183.0,"Fornudden, Tyresö kommun",58197.0,7.0,47.0
8995000.0,10350000,15.0,619.0,119.0,"Duvbo, Sundbybergs kommun",86975.0,5.0,0.0
12750000.0,14000000,10.0,853.0,206.0,"Mälarhöjden - Hägersten, Stockholms kommun",67961.0,6.0,86.0
8595000.0,12050000,40.0,547.0,126.0,"Mälarhöjden, Stockholms kommun",95635.0,6.0,32.0
9950000.0,11200000,13.0,488.0,88.0,"Norra Ängby, Stockholms kommun",127273.0,7.0,60.0
8750000.0,8750000,0.0,920.0,150.0,"Hässelby Södra Villastad, Stockholms kommun",58333.0,5.0,36.0
6795000.0,7850000,16.0,464.0,72.0,"Tallkrogen, Stockholms kommun",109028.0,5.0,54.0
6975000.0,7500000,8.0,774.0,223.0,"Spånga - Flysta, Stockholms kommun",33632.0,8.0,22.0
7700000.0,8430000,9.0,644.0,172.0,"Örby, Stockholms kommun",49012.0,6.0,24.0
8500000.0,8575000,1.0,767.0,126.0,"Fågelsången, Sollentuna kommun",68056.0,5.0,0.0
6895000.0,7300000,6.0,470.0,156.0,"Hässelby - Norra Villastad, Stockholms kommun",46795.0,5.0,9.0
9395000.0,9800000,4.0,1101.0,200.0,"Stuvsta, Huddinge kommun",49000.0,8.0,104.0
8875000.0,9800000,10.0,1058.0,125.0,"Vällingby Nälsta, Stockholms kommun",78400.0,5.0,125.0
17000000.0,19700000,16.0,421.0,147.0,"Gamla Enskede, Stockholms kommun",134014.0,7.0,73.0
7995000.0,10300000,29.0,1606.0,256.0,"Trångsund, Huddinge kommun",40234.0,8.0,52.0
11750000.0,15000000,28.0,496.0,134.0,"Stureby, Stockholms kommun",111940.0,7.0,61.0
12300000.0,14500000,18.0,480.0,130.0,"Bromma - Norra Ängby, Stockholms kommun",111538.0,7.0,70.0
5475000.0,6000000,10.0,229.0,110.0,"Segeltorp, Huddinge kommun",54545.0,,10.0
5450000.0,6900000,27.0,10205.0,68.0,"Segeltorp, Huddinge kommun",101471.0,6.0,62.0
6500000.0,7700000,18.0,620.0,85.0,"Solberga, Stockholms kommun",90588.0,5.0,85.0
11200000.0,11200000,0.0,,127.0,"Ulvsunda, Stockholms kommun",88189.0,5.0,0.0
8875000.0,11500000,30.0,816.0,119.0,"Älvsjö-Örby Slott, Stockholms kommun",96639.0,6.0,70.0
14995000.0,14200000,5.0,,155.0,"Stora Mossen, Stockholms kommun",91613.0,5.0,0.0
6490000.0,7700000,19.0,478.0,66.0,"Vällingby - Råcksta, Stockholms kommun",116667.0,5.0,66.0
5500000.0,6200000,13.0,353.0,126.0,"Vällingby - Vinsta, Stockholms kommun",49206.0,5.0,4.0
8495000.0,8700000,2.0,612.0,65.0,"Bromma Kyrka, Stockholms kommun",133846.0,45.0,70.0
29900000.0,31100000,4.0,1090.0,240.0,"Bromma Höglandet, Stockholms kommun",129583.0,9.0,111.0
9950000.0,12177000,22.0,902.0,165.0,"Älvsjö / Örby, Stockholms kommun",73800.0,6.0,7.0
7250000.0,7485000,3.0,598.0,154.0,"Spånga - Nälsta, Stockholms kommun",48604.0,6.0,110.0
7995000.0,8350000,4.0,348.0,112.0,"Eneby, Stockholms kommun",74554.0,5.0,41.0
8500000.0,8500000,0.0,771.0,176.0,"Vällingby Kälvesta, Stockholms kommun",48295.0,7.0,24.0
5700000.0,7000000,23.0,285.0,139.0,"Sköndal, Stockholms kommun",50360.0,5.0,0.0
7195000.0,7550000,5.0,546.0,90.0,"Sköndal, Stockholms kommun",83889.0,8.0,80.0
8650000.0,9400000,9.0,924.0,172.0,"Fornudden - Persudde, Tyresö kommun",54651.0,5.0,0.0
7500000.0,9000000,20.0,1005.0,141.0,"Fågelsången, Sollentuna kommun",63830.0,7.0,131.0
11750000.0,13730000,17.0,814.0,160.0,"ÄLVSJÖ, Stockholms kommun",85813.0,6.0,69.0
4490000.0,5150000,15.0,494.0,112.0,"Skärholmen, Stockholms kommun",45982.0,4.0,19.0
6790000.0,6790000,0.0,550.0,126.0,"Vinsta, Stockholms kommun",53889.0,6.0,83.0
6425000.0,7550000,18.0,936.0,108.0,"Trollbäcken/Hanviken, Tyresö kommun",69907.0,7.0,121.0
12000000.0,16100000,34.0,982.0,218.0,"Stureby, Stockholms kommun",73853.0,6.0,45.0
11500000.0,12500000,9.0,453.0,118.0,"Gamla Enskede, Stockholms kommun",105932.0,7.0,65.0
10500000.0,11900000,13.0,727.0,76.0,"Bromma - Olovslund, Stockholms kommun",156579.0,5.0,60.0
6495000.0,7050000,9.0,897.0,96.0,"Huddinge - Segeltorp, Huddinge kommun",73438.0,7.0,49.0
6300000.0,7150000,13.0,841.0,70.0,"Segeltorp, Huddinge kommun",102143.0,5.0,66.0
13900000.0,14000000,1.0,656.0,152.0,"Bromma Nockeby, Stockholms kommun",92105.0,6.0,58.0
9250000.0,9650000,4.0,560.0,99.0,"Bagarmossen, Stockholms kommun",97475.0,5.0,67.0
4975000.0,5750000,16.0,288.0,126.0,"Hässelby Norra Villastad, Stockholms kommun",45635.0,6.0,10.0
7895000.0,9150000,16.0,1658.0,139.0,"Snättringe, Huddinge kommun",65827.0,5.0,25.0
6995000.0,9200000,32.0,532.0,93.0,"Sköndal - Kakstan, Stockholms kommun",98925.0,10.0,70.0
6995000.0,6830000,2.0,1083.0,150.0,"Spånga -  Bromsten, Stockholms kommun",45533.0,5.0,11.0
6495000.0,7500000,15.0,575.0,67.0,"Vällingby - Råcksta, Stockholms kommun",111940.0,5.0,67.0
7200000.0,7200000,0.0,1368.0,90.0,"Stuvsta Segersminne, Huddinge kommun",80000.0,3.0,45.0
8995000.0,9700000,8.0,939.0,235.0,"Fornudden, Tyresö kommun",41277.0,7.0,33.0
7950000.0,8870000,12.0,488.0,65.0,"Enskede / Tallkrogen - Gubbängen, Stockholms kommun",136462.0,5.0,78.0
4490000.0,5300000,18.0,381.0,128.0,"Skärholmen, Stockholms kommun",41406.0,6.0,0.0
8495000.0,9750000,15.0,336.0,92.0,"Tallkrogen, Stockholms kommun",105978.0,5.0,51.0
12900000.0,13650000,6.0,514.0,144.0,"Bromma Nockebyhov, Stockholms kommun",94792.0,6.0,72.0
9200000.0,9700000,5.0,431.0,75.0,"Norra Ängby, Stockholms kommun",129333.0,6.0,75.0
5050000.0,5050000,0.0,311.0,138.0,"Hässelby Norra Villastad, Stockholms kommun",36594.0,5.0,0.0
8975000.0,9430000,5.0,349.0,66.0,"Bromma - Norra Ängby, Stockholms kommun",142879.0,6.0,62.0
8495000.0,9820000,16.0,478.0,101.0,"Tallkrogen, Stockholms kommun",97228.0,6.0,95.0
11800000.0,14775000,25.0,704.0,206.0,"Bromma - Bromma Kyrka, Stockholms kommun",71723.0,7.0,124.0
6395000.0,6450000,1.0,791.0,146.0,"Skälby, Järfälla kommun",44178.0,7.0,20.0
9800000.0,10300000,5.0,804.0,186.0,"Lindalen, Tyresö kommun",55376.0,7.0,0.0
7795000.0,8700000,12.0,1029.0,189.0,"Skälby, Järfälla kommun",46032.0,6.0,27.0
6995000.0,7100000,2.0,341.0,70.0,"Bromma / Beckomberga, Stockholms kommun",101429.0,6.0,60.0
6475000.0,7450000,15.0,999.0,104.0,"Bromsten, Stockholms kommun",71635.0,6.0,58.0
6500000.0,6900000,6.0,640.0,83.0,"Spånga - Bromsten, Stockholms kommun",83133.0,5.0,83.0
9400000.0,9400000,0.0,632.0,102.0,"Sköndal - Kakstan, Stockholms kommun",92157.0,6.0,118.0
10900000.0,11100000,2.0,11125.0,248.0,"Helenelund, Sollentuna kommun",44758.0,9.0,4.0
12995000.0,15000000,15.0,687.0,141.0,"Duvbo, Sundbybergs kommun",106383.0,4.0,27.0
10700000.0,10700000,0.0,500.0,108.0,"Ulvsunda, Stockholms kommun",99074.0,7.0,83.0
9800000.0,11800000,20.0,735.0,1795.0,"Töjnan, Sollentuna kommun",65738.0,7.0,12.0
12895000.0,13600000,5.0,556.0,135.0,"Enskededalen, Stockholms kommun",100741.0,6.0,42.0
6475000.0,7150000,10.0,176.0,102.0,"Segeltorp, Huddinge kommun",70098.0,5.0,50.0
12000000.0,12000000,0.0,436.0,86.0,"Olovslund, Stockholms kommun",139535.0,5.0,38.0
22500000.0,20200000,10.0,858.0,153.0,"Bromma Bromma Kyrka, Stockholms kommun",132026.0,7.0,56.0
7975000.0,8900000,12.0,600.0,220.0,"Hässelby Södra Villastad, Stockholms kommun",40455.0,7.0,36.0
8700000.0,8700000,0.0,1143.0,127.0,"Segeltorp, Huddinge kommun",68504.0,5.0,127.0
6995000.0,7800000,12.0,609.0,148.0,"Spånga, Sundby, Stockholms kommun",52703.0,5.0,12.0
5995000.0,6500000,8.0,906.0,71.0,"Hässelby Norra Villastad, Stockholms kommun",91549.0,4.0,66.0
6490000.0,6900000,6.0,855.0,113.0,"Skälby, Järfälla kommun",61062.0,5.0,137.0
12000000.0,15550000,30.0,729.0,132.0,"Södra Ängby, Stockholms kommun",117803.0,7.0,54.0
1475000.0,1490000,1.0,,21.0,"Spånga - Sundby, Stockholms kommun",70952.0,2.0,12.0
8500000.0,8500000,0.0,1602.0,116.0,"Persudde, Tyresö kommun",73276.0,4.0,0.0
7495000.0,9300000,24.0,1530.0,121.0,"Trångsund, Huddinge kommun",76860.0,6.0,25.0
3595000.0,4200000,17.0,327.0,76.0,"Kista, Stockholms kommun",55263.0,3.0,0.0
11000000.0,13500000,23.0,573.0,99.0,"Enskedefältet, Stockholms kommun",136364.0,6.0,48.0
7475000.0,7475000,0.0,896.0,148.0,"Spånga Sundby, Stockholms kommun",50507.0,11.0,206.0
5995000.0,7200000,20.0,806.0,146.0,"Segeltorp, Huddinge kommun",49315.0,8.0,75.0
7650000.0,8400000,10.0,1150.0,140.0,"Stuvsta, Huddinge kommun",60000.0,5.0,30.0
6495000.0,7000000,8.0,,88.0,"Mariehäll, Stockholms kommun",79545.0,3.0,0.0
9295000.0,10300000,11.0,1224.0,134.0,"Spånga Solhem, Stockholms kommun",76866.0,5.0,43.0
6950000.0,6875000,1.0,443.0,144.0,"Fornudden, Tyresö kommun",47743.0,8.0,76.0
6495000.0,7550000,16.0,602.0,68.0,"Älvsjö Långbro, Stockholms kommun",111029.0,4.0,34.0
7500000.0,8300000,11.0,558.0,68.0,"Älvsjö/Långbro, Stockholms kommun",122059.0,4.0,68.0
9025000.0,9025000,0.0,487.0,93.0,"Norra Ängby, Stockholms kommun",97043.0,7.0,66.0
8500000.0,9000000,6.0,1140.0,163.0,"Töjnan/Tureberg, Sollentuna kommun",55215.0,7.0,88.0
7700000.0,9300000,21.0,569.0,74.0,"Örby, Stockholms kommun",125676.0,5.0,70.0
6250000.0,7450000,19.0,600.0,67.0,"Älvsjö/Herrängen, Stockholms kommun",111194.0,4.0,61.0
8995000.0,8995000,0.0,687.0,140.0,"Hässelby Södra Villastad, Stockholms kommun",64250.0,6.0,60.0
7775000.0,9000000,16.0,827.0,228.0,"Järfälla Barkarby, Järfälla kommun",39474.0,8.0,16.0
9975000.0,9900000,1.0,1120.0,152.0,"Spånga Solhem, Stockholms kommun",65132.0,6.0,84.0
6975000.0,7850000,13.0,996.0,157.0,"Fornudden, Tyresö kommun",50000.0,6.0,64.0
10495000.0,12500000,19.0,911.0,160.0,"Vikdalen, Nacka kommun",78125.0,5.0,0.0
6875000.0,7450000,8.0,801.0,149.0,"Segeltorp, Huddinge kommun",50000.0,5.0,45.0
12995000.0,15500000,19.0,883.0,195.0,"Mälarhöjden, Stockholms kommun",79487.0,7.0,71.0
8495000.0,8600000,1.0,605.0,139.0,"Hässelby Södra Villastad, Stockholms kommun",61871.0,7.0,115.0
24500000.0,25000000,2.0,727.0,281.0,"Bromma - Stora Mossen, Stockholms kommun",88968.0,8.0,82.0
14600000.0,15400000,5.0,903.0,162.0,"Gamla Enskede, Stockholms kommun",95062.0,6.0,94.0
15895000.0,15700000,1.0,763.0,137.0,"Enskededalen, Stockholms kommun",114599.0,8.0,70.0
12150000.0,12150000,0.0,844.0,172.0,"Tureberg, Sollentuna kommun",70640.0,8.0,30.0
9500000.0,11760000,24.0,624.0,164.0,"Älvsjö/Långbro, Stockholms kommun",71707.0,8.0,70.0
7295000.0,7295000,0.0,618.0,125.0,"Sätra, Stockholms kommun",58360.0,,81.0
9795000.0,10200000,4.0,700.0,172.0,"Skälby, Järfälla kommun",59302.0,6.0,36.0
11950000.0,13000000,9.0,1307.0,174.0,"Töjnan, Sollentuna kommun",74713.0,8.0,90.0
12495000.0,15000000,20.0,691.0,137.0,"Gamla Enskede, Stockholms kommun",109489.0,5.0,64.0
